"WO #",Unit,"Unit Zone","Property Group",Creation,Activation,"Expected Completion",Closed,"Block Type","Block Start","Block End",Title,Vendor,Operator,Priority,"Show in Owner Area","Charge Type",Status,"Unit Status",Age,Originator,Processor
41566131,"7th Heaven",,"Northern Portfolio","08/01/26 12:20 pm",,,N/A,"Not Blocked", , ,"exterior couch stained",N/A,N/A,Medium,No,"No Charge",Pending,Checked-out/Clean,26,"Maintenance App","Sierra Mesa Juan"
41565973,"7th Heaven",,"Northern Portfolio","08/01/26 12:10 pm","08/03/26 11:16 am",,N/A,"Not Blocked", , ,"towel bar master bathroom and pool gate",N/A,N/A,Medium,No,"No Charge",Active,Checked-out/Clean,26,"Maintenance App","Sierra Mesa Juan"
41565716,"7th Heaven",,"Northern Portfolio","08/01/26 11:50 am",,,N/A,"Not Blocked", , ,"couch in family room stained",N/A,N/A,Medium,No,"No Charge",Pending,Checked-out/Clean,26,"Maintenance App","Sierra Mesa Juan"
41545572,"My Great Escape",,"Northern Portfolio","07/31/26 01:42 pm","08/06/26 02:04 pm",,N/A,"Not Blocked", , ,"holes in pool cage","Elephant Pro, Inc",N/A,Medium,No,"No Charge","Pending Final Closing",Occupied,27,"Maintenance App","Sierra Mesa Juan"
41545286,"My Great Escape",,"Northern Portfolio","07/31/26 01:36 pm","07/31/26 02:53 pm",,N/A,"Not Blocked", , ,"Multiple items from inspection","Gulf Coast Maintenance",N/A,Medium,No,"No Charge",Active,Occupied,27,"Maintenance App","Sierra Mesa Juan"
41541814,"Casa de Suenos",,"Northern Portfolio","07/31/26 11:33 am","07/31/26 02:04 pm",,N/A,"Not Blocked", , ,"air filter",N/A,N/A,Medium,No,"No Charge",Active,Occupied,27,"Maintenance App","Sierra Mesa Juan"
41541553,"Casa de Suenos",,"Northern Portfolio","07/31/26 11:20 am","07/31/26 02:04 pm",,N/A,"Not Blocked", , ,"couch seat arm rest stained",N/A,N/A,Medium,No,"No Charge",Active,Occupied,27,"Maintenance App","Sierra Mesa Juan"
41484950,"Aloha House",,Seasonal,"07/28/26 01:46 pm","08/06/26 03:26 pm",,N/A,"Not Blocked", , ,"marks on walls throughout",N/A,N/A,Medium,No,"No Charge",Active,Checked-out/Clean,30,"Maintenance App","Sierra Mesa Juan"
41478185,"The White Pearl",,Seasonal,"07/28/26 10:08 am",,,N/A,"Not Blocked", , ,"marks on walls and doors",N/A,N/A,Medium,No,"No Charge",Pending,Checked-out/Clean,30,"Maintenance App","Sierra Mesa Juan"
41463505,"Sandalfoot 2C3",,Sandalfoot,"07/27/26 02:59 pm","07/27/26 02:59 pm",,N/A,"Not Blocked", , ,"Bathroom fan in main bathroom making too much noise",N/A,N/A,Medium,No,"No Charge",Active,Checked-out/Clean,31,"Maintenance App","Garcia Kyle"
41457442,"Coral Paradise",,"Northern Portfolio","07/27/26 10:13 am",,,N/A,"Not Blocked", , ,"bath mat stained",N/A,N/A,Medium,No,"No Charge",Pending,Occupied,31,"Maintenance App","Sierra Mesa Juan"
41456690,"Sunnyside Up",,"Northern Portfolio","07/27/26 09:32 am","07/27/26 09:32 am",07/28/26,N/A,"Not Blocked", , ,"Air Filter","Gulf Coast Maintenance",N/A,Medium,No,"No Charge",Active,Occupied,31,Management,"Lizada John"
41445656,"Ocean Eyes",,LUXURY,"07/26/26 04:24 pm",,,N/A,"Not Blocked", , ,"lamp base",N/A,N/A,Medium,No,"No Charge",Pending,Occupied,32,"Maintenance App","Sierra Mesa Juan"
41445615,"Ocean Eyes",,LUXURY,"07/26/26 04:22 pm",,,N/A,"Not Blocked", , ,"light bulb",N/A,N/A,Medium,No,"No Charge",Pending,Occupied,32,"Maintenance App","Sierra Mesa Juan"
41445572,"Ocean Eyes",,LUXURY,"07/26/26 04:20 pm",,,N/A,"Not Blocked", , ,"foot reast",N/A,N/A,Medium,No,"No Charge",Pending,Occupied,32,"Maintenance App","Sierra Mesa Juan"
41445536,"Ocean Eyes",,LUXURY,"07/26/26 04:18 pm",,,N/A,"Not Blocked", , ,"couch cushion stained",N/A,N/A,Medium,No,"No Charge",Pending,Occupied,32,"Maintenance App","Sierra Mesa Juan"
41440724,"Southern Exposure",,"Northern Portfolio","07/26/26 11:21 am",,,N/A,"Not Blocked", , ,"large couch stains",N/A,N/A,Medium,No,"No Charge",Pending,Occupied,32,"Maintenance App","Sierra Mesa Juan"
41425873,"My Great Escape",,"Northern Portfolio","07/25/26 02:38 pm",,,N/A,"Not Blocked", , ,"carpet family room",N/A,N/A,Medium,No,"No Charge",Pending,Occupied,33,"Maintenance App","Sierra Mesa Juan"
41423237,"Sandalfoot 5D1",,Sandalfoot,"07/25/26 11:41 am","07/25/26 11:41 am",07/25/26,N/A,"Not Blocked", , ,"plug for bathtub disconnected",N/A,N/A,Medium,No,"No Charge",Active,Occupied,33,"Maintenance App","Garcia Kyle"
41407341,"Sandalfoot 3B2",,Sandalfoot,"07/24/26 02:01 pm","07/24/26 02:01 pm",,N/A,"Not Blocked", , ,"bedroom closet door falling off",N/A,N/A,Medium,No,"No Charge",Active,Checked-out/Clean,34,"Maintenance App","Garcia Kyle"
41406556,"Sandalfoot 3A2",,Sandalfoot,"07/24/26 01:22 pm","07/24/26 01:22 pm",07/24/26,N/A,"Not Blocked", , ,"curtain falling off track for slider doors",N/A,N/A,Medium,No,"No Charge",Active,Checked-out/Clean,34,"Maintenance App","Garcia Kyle"
41406485,"7th Heaven",,"Northern Portfolio","07/24/26 01:20 pm","07/24/26 01:20 pm",07/24/26,N/A,"Not Blocked", , ,"trash pickup","T-Wreckz Junk Removal LLC",N/A,Medium,No,"No Charge",Active,Checked-out/Clean,34,Management,"Lizada John"
41406380,"7th Heaven",,"Northern Portfolio","07/24/26 01:12 pm","07/24/26 05:48 pm",,N/A,"Not Blocked", , ,"lanai floor",N/A,N/A,Medium,No,"No Charge",Active,Checked-out/Clean,34,"Maintenance App","Sierra Mesa Juan"
41352598,"Ocean Eyes",,LUXURY,"07/21/26 02:33 pm",,,N/A,"Not Blocked", , ,"carpet back left room",N/A,N/A,Medium,No,"No Charge",Pending,Occupied,37,"Maintenance App","Sierra Mesa Juan"
41352204,"Ocean Eyes",,LUXURY,"07/21/26 02:14 pm",,,N/A,"Not Blocked", , ,"couch cushion stained",N/A,N/A,Medium,No,"No Charge",Pending,Occupied,37,"Maintenance App","Sierra Mesa Juan"
41348624,"Beachbound Bliss",,Seasonal,"07/21/26 11:19 am",,,N/A,"Not Blocked", , ,"guest bedroom ceiling fan light bulb",N/A,N/A,Medium,No,"No Charge",Pending,Checked-out/Clean,37,"Maintenance App","Sierra Mesa Juan"
41348589,"Beachbound Bliss",,Seasonal,"07/21/26 11:17 am",,,N/A,"Not Blocked", , ,"light cap loose",N/A,N/A,Medium,No,"No Charge",Pending,Checked-out/Clean,37,"Maintenance App","Sierra Mesa Juan"
41332439,"Gulf & Bay Bayside - 1368",,GBB,"07/20/26 03:09 pm","07/20/26 03:09 pm",07/21/26,N/A,"Not Blocked", , ,"Toilet upstairs","Richard's Plumbing & Electric",N/A,Medium,No,"No Charge","Pending Final Closing",Checked-out/Clean,38,Management,"Lizada John"
41296375,"Tranquil Waters",,"Northern Portfolio","07/18/26 04:30 pm","07/18/26 04:30 pm",07/20/26,N/A,"Not Blocked", , ,"Lynx Lock","Gulf Coast Maintenance",N/A,Medium,No,"No Charge",Active,Checked-out/Clean,40,Management,"Lizada John"
41296355,"Sandpebble 1D",,"Sanibel Portfolio","07/18/26 04:28 pm","07/18/26 04:28 pm",07/20/26,N/A,"Not Blocked", , ,"lynx lock","Gulf Coast Maintenance",N/A,Medium,No,"No Charge",Active,Checked-out/Clean,40,Management,"Lizada John"
41296299,"Rod And Reel",,"Central Portfolio","07/18/26 04:25 pm","07/18/26 04:25 pm",07/20/26,N/A,"Not Blocked", , ,"lynx lock","Gulf Coast Maintenance",N/A,Medium,No,"No Charge",Active,Occupied,40,Management,"Lizada John"
41296278,Patsgang,,"Northern Portfolio","07/18/26 04:24 pm","07/18/26 04:24 pm",07/20/26,N/A,"Not Blocked", , ,"lynx lock","Gulf Coast Maintenance",N/A,Medium,No,"No Charge",Active,Checked-out/Clean,40,Management,"Lizada John"
41296246,"Par Then Bar",,"Northern Portfolio","07/18/26 04:23 pm","07/18/26 04:23 pm",07/20/26,N/A,"Not Blocked", , ,"lynx lock","Gulf Coast Maintenance",N/A,Medium,No,"No Charge",Active,"Pending Inspection",40,Management,"Lizada John"
41292168,"Signal Inn - Unit 13",,"Signal Inn","07/18/26 12:15 pm",,08/25/26,N/A,"Not Blocked", , ,"microwave not working",N/A,N/A,Medium,No,Owner,Pending,Occupied,40,"Maintenance App","Johnson Michelle"
41174026,"Horizon Oasis",,"Sanibel Portfolio","07/12/26 04:24 pm","07/12/26 04:24 pm",07/13/26,N/A,"Not Blocked", , ,"Horizon Oasis","Gulf Coast Maintenance",N/A,Medium,No,"No Charge",Active,Occupied,46,Management,"Lizada John"
41172765,"Sandalfoot 4A2",,Sandalfoot,"07/12/26 02:42 pm","07/12/26 02:42 pm",,N/A,"Not Blocked", , ,"drain plug in guest bathroom tub disconnect",N/A,N/A,Medium,No,"No Charge",Active,Checked-out/Clean,46,"Maintenance App","Garcia Kyle"
41171773,"Sandalfoot 5A1",,Sandalfoot,"07/12/26 01:40 pm","07/12/26 01:40 pm",,N/A,"Not Blocked", , ,"wifi not showing up",N/A,"Kyle Garcia",Medium,No,"No Charge",Active,Occupied,46,"Maintenance App","Garcia Kyle"
41170931,"Signal Inn - Unit 18",,"Signal Inn","07/12/26 12:30 pm",,,N/A,"Not Blocked", , ,"Broken decorative lamp brok",N/A,N/A,Medium,No,"No Charge",Pending,Occupied,46,"Maintenance App","Johnson Michelle"
41152412,"7th Heaven",,"Northern Portfolio","07/11/26 12:08 pm","07/11/26 12:08 pm",,N/A,"Not Blocked", , ,"Can openers","Gulf Coast Maintenance",N/A,Medium,No,"No Charge",Pending,Checked-out/Clean,47,Management,"Lizada John"
41151700,"Signal Inn - Unit 02",,"Signal Inn","07/11/26 11:13 am",,,N/A,"Not Blocked", , ,"Patio slider not locking",N/A,N/A,Medium,No,"No Charge",Pending,Checked-out/Clean,47,"Maintenance App","Johnson Michelle"
41150702,"Ocean Eyes",,LUXURY,"07/11/26 09:58 am","07/11/26 01:41 pm",,N/A,"Not Blocked", , ,"right couch cushion and master bedroom carpet","Carpet Cleaner's Near Me LLC",N/A,Medium,No,"No Charge",Active,Occupied,47,"Maintenance App","Sierra Mesa Juan"
41011073,"Gulf & Bay Bayside - 1360",,GBB,"07/07/26 01:01 pm",,,N/A,"Not Blocked", , ,"fire extinguisher",N/A,N/A,Medium,No,"No Charge",Pending,Occupied,51,"Maintenance App","Sierra Mesa Juan"
41010803,"Gulf & Bay Bayside - 1360",,GBB,"07/07/26 12:51 pm",,,N/A,"Not Blocked", , ,"remote batteries",N/A,N/A,Medium,No,"No Charge",Pending,Occupied,51,"Maintenance App","Sierra Mesa Juan"
41010669,"Gulf & Bay Bayside - 1360",,GBB,"07/07/26 12:47 pm",,,N/A,"Not Blocked", , ,"guest bedroom wall indent",N/A,N/A,Medium,No,"No Charge",Pending,Occupied,51,"Maintenance App","Sierra Mesa Juan"
41010371,"Gulf & Bay Bayside - 1360",,GBB,"07/07/26 12:33 pm",,,N/A,"Not Blocked", , ,"stove temp markings",N/A,N/A,Medium,No,"No Charge",Pending,Occupied,51,"Maintenance App","Sierra Mesa Juan"
40987820,"Grand Getaway",,"Northern Portfolio","07/06/26 11:50 am","07/06/26 11:50 am",07/09/26,N/A,"Not Blocked", , ,"Ring camera","Gulf Coast Maintenance",N/A,Medium,No,"No Charge",Active,Checked-out/Clean,52,Management,"Lizada John"
40968681,"Ocean Eyes",,LUXURY,"07/05/26 10:24 am","07/05/26 10:24 am",07/06/26,N/A,"Not Blocked", , ,"blind issue","Alex's Sliding Glass Door",N/A,Medium,No,"No Charge",Active,Occupied,53,Management,"Lizada John"
40829109,"Signal Inn - Unit 14",,"Signal Inn","06/28/26 12:39 pm",,,N/A,"Not Blocked", , ,"1st bedroom ipstairs on left",N/A,N/A,Medium,No,"No Charge",Pending,Occupied,60,"Maintenance App","Johnson Michelle"
40829034,"Signal Inn - Unit 14",,"Signal Inn","06/28/26 12:34 pm",,,N/A,"Not Blocked", , ,"mold on caulk- main floor walk in shower",N/A,N/A,Medium,No,"No Charge",Pending,Occupied,60,"Maintenance App","Johnson Michelle"
40827031,"My Great Escape",,"Northern Portfolio","06/28/26 10:26 am","06/28/26 10:27 am",06/29/26,N/A,"Not Blocked", , ,"Need to order new lamp for living room","Gulf Coast Maintenance",N/A,Medium,No,Owner,"Pending Final Closing",Occupied,60,Management,"Lizada John"
40813814,"Signal Inn - Unit 04",,"Signal Inn","06/27/26 01:58 pm",,,N/A,"Not Blocked", , ,"bleach grout for possible mold",N/A,N/A,Medium,No,"No Charge",Pending,Occupied,61,"Maintenance App","Johnson Michelle"
40769955,"Links & Leisure",,Venice,"06/25/26 01:33 pm","06/25/26 01:33 pm",06/26/26,N/A,"Not Blocked", , ,"Multiple items","Gulf Coast Maintenance",N/A,Medium,No,"No Charge",Active,Occupied,63,Management,"Lizada John"
40754428,"Florida Oasis",,"Northern Portfolio","06/24/26 04:49 pm",,,N/A,"Not Blocked", , ,"Master bathroom shower lightbulb",N/A,N/A,Medium,No,"No Charge",Pending,Checked-out/Clean,64,"Maintenance App","Monteforte Gavin"
40729441,"Flip Flop Retreat",,"Northern Portfolio","06/23/26 11:43 am",,,N/A,"Not Blocked", , ,"air filter",N/A,N/A,Medium,No,"No Charge",Pending,Checked-out/Clean,65,"Maintenance App","Sierra Mesa Juan"
40565544,"Signal Inn - Unit 12",,"Signal Inn","06/14/26 02:07 pm",,,N/A,"Not Blocked", , ,"Living Room TV",N/A,N/A,Medium,No,"No Charge",Pending,Occupied,74,"Maintenance App","Johnson Michelle"
40545995,"Tropical Escape",,Venice,"06/13/26 09:43 am","06/13/26 09:43 am",06/15/26,N/A,"Not Blocked", , ,Pillowcases,"Gulf Coast Maintenance",N/A,Medium,No,"No Charge","Pending Final Closing",Occupied,75,Management,"Lizada John"
40532479,"Gulf & Bay Bayside - 1358",,GBB,"06/12/26 01:46 pm","07/12/26 03:23 pm",,N/A,"Not Blocked", , ,"couch cushion","Carpet Cleaner's Near Me LLC",N/A,Medium,No,"No Charge",Active,Checked-out/Clean,76,"Maintenance App","Sierra Mesa Juan"
40530818,"Beach House Residences Unit 1",,LUXURY,"06/12/26 12:07 pm","06/16/26 10:40 am",,"06/13/26 10:53am","Not Blocked", , ,"fire extinguisher","Gulf Coast Maintenance",N/A,Medium,No,"No Charge","Pending Final Closing",Occupied,76,"Maintenance App","Sierra Mesa Juan"
40511896,"Signal Inn - Unit 13",,"Signal Inn","06/11/26 01:23 pm","06/11/26 01:23 pm",,N/A,"Not Blocked", , ,"Microwave not working ""error code - DOOR""",Home-Tech,N/A,Medium,No,"No Charge",Active,Occupied,77,Management,"Ventura Nikolas"
40414122,"zSunset Splash",,"Northern Portfolio","06/06/26 09:22 am","06/06/26 09:22 am",06/08/26,N/A,"Not Blocked", , ,"shower curtain","Gulf Coast Maintenance",N/A,Medium,No,"No Charge",Active,Occupied,82,Management,"Lizada John"
40259299,"Signal Inn - Unit 15",,"Signal Inn","05/30/26 12:01 pm",,,N/A,"Not Blocked", , ,"Curtain rod pulled out if wall",N/A,N/A,Medium,No,"No Charge",Pending,Checked-out/Clean,89,"Maintenance App","Johnson Michelle"
40259231,"Signal Inn - Unit 15",,"Signal Inn","05/30/26 11:56 am",,,N/A,"Not Blocked", , ,"Door handle",N/A,N/A,Medium,No,"No Charge",Pending,Checked-out/Clean,89,"Maintenance App","Johnson Michelle"
40182779,"Breeze By The Sea",,Seasonal,"05/26/26 01:55 pm","05/26/26 01:55 pm",05/27/26,N/A,"Not Blocked", , ,"Door lock change","Gulf Coast Maintenance",N/A,Medium,No,"No Charge",Active,Occupied,93,Management,"Lizada John"
40178384,"Signal Inn - Unit 05",,"Signal Inn","05/26/26 09:35 am","05/26/26 09:35 am",,N/A,"Not Blocked", , ,"bathroom ceiling unit 9","Gulf Coast Maintenance",N/A,Medium,No,Owner,Active,Occupied,93,Management,"Banks Jen"
40139457,"Signal Inn - Unit 16",,"Signal Inn","05/24/26 09:08 am","05/24/26 09:08 am",05/25/26,N/A,"Not Blocked", , ,"wet floor spot","Gulf Coast Maintenance",N/A,Medium,No,"No Charge",Active,Occupied,95,Management,"Lizada John"
40124830,"Sandalfoot 4C3",,Sandalfoot,"05/23/26 09:09 am","05/23/26 09:09 am",05/23/26,N/A,"Not Blocked", , ,ac,N/A,N/A,Medium,No,"No Charge",Active,Checked-out/Clean,96,Management,"Yelenich Peyton"
39998035,"Signal Inn - Unit 19",,"Signal Inn","05/16/26 01:38 pm",,,N/A,"Not Blocked", , ,"lamp in living room needs replaced",N/A,N/A,Medium,No,"No Charge",Pending,Occupied,103,"Maintenance App","Johnson Michelle"
39904370,"Links & Leisure",,Venice,"05/12/26 04:12 pm","05/12/26 04:12 pm",05/13/26,N/A,"Not Blocked", , ,"recaulk the sink","Gulf Coast Maintenance",N/A,Medium,No,"No Charge",Active,Occupied,107,Management,"Lizada John"
39715175,"Signal Inn - Unit 15",,"Signal Inn","05/02/26 11:56 am","05/07/26 10:16 pm",,N/A,"Not Blocked", , ,"No internet - No tv",N/A,N/A,Medium,No,"No Charge",Active,Checked-out/Clean,117,"Maintenance App","Johnson Michelle"
39362650,"Signal Inn - Unit 13",,"Signal Inn","04/14/26 12:40 pm","04/14/26 12:40 pm",04/16/26,N/A,"Not Blocked", , ,"electrical check","Gulf Coast Maintenance",N/A,Medium,No,"No Charge",Active,Occupied,135,Management,"Yelenich Peyton"
39260773,"18th Fairway",,"Sanibel Portfolio","04/09/26 03:28 pm","04/09/26 03:28 pm",04/14/26,N/A,"Not Blocked", , ,"following plumber to remediate and repair","Gulf Coast Maintenance",N/A,Medium,No,"No Charge",Active,Checked-out/Clean,140,Management,"Yelenich Peyton"
39119016,"Signal Inn - Unit 06",,"Signal Inn","04/02/26 08:29 am","04/02/26 08:29 am",04/02/26,N/A,"Not Blocked", , ,AC,"Sanibel Air and Electric, Inc.",N/A,Medium,No,"No Charge",Active,Occupied,147,Management,"Yelenich Peyton"
"39079059-sandalfoot beach hose","Sandalfoot Office",,Sandalfoot,"03/31/26 03:49 pm","03/31/26 03:49 pm",03/31/26,N/A,"Not Blocked", , ,"sandalfoot beach hose","Sandalfoot Maintenance",N/A,Medium,No,"No Charge",Active,"Pending Inspection",149,Management,"Sperrazza Julianna"
"39056494-new beach umbrella","Sandalfoot 2C2",,Sandalfoot,"03/30/26 03:23 pm","03/30/26 03:23 pm",03/30/26,N/A,"Not Blocked", , ,"new beach umbrella","Sandalfoot Maintenance",N/A,Medium,No,Owner,Active,Checked-out/Clean,150,Management,"Sperrazza Julianna"
"39037149-shower handle","Sandalfoot 4C2",,Sandalfoot,"03/29/26 03:57 pm","03/29/26 03:57 pm",04/02/26,N/A,"Not Blocked", , ,"shower handle","Sandalfoot Maintenance",N/A,Medium,No,"No Charge",Active,Checked-out/Clean,151,Management,"Sperrazza Julianna"
38975102,"Sanibel Inn 513",,"Sanibel Portfolio","03/26/26 09:37 am","03/26/26 09:37 am",03/26/26,N/A,"Not Blocked", , ,AC,"Sanibel Air and Electric, Inc.",N/A,Medium,No,"No Charge",Active,Dirty,154,Management,"Yelenich Peyton"
38906104,"Gulf & Bay Bayside - 1328",,GBB,"03/23/26 09:19 am","03/23/26 09:19 am",03/24/26,N/A,"Not Blocked", , ,"TV and light bulb","Gulf Coast Maintenance",N/A,Medium,No,"No Charge",Active,Checked-out/Clean,157,Management,"Lizada John"
38796020,"Signal Inn - Unit 06",,"Signal Inn","03/17/26 09:43 am","03/17/26 09:43 am",03/18/26,N/A,"Not Blocked", , ,"rack replacement","Gulf Coast Maintenance",N/A,Medium,No,"No Charge",Active,Occupied,163,Management,"Yelenich Peyton"
38532667,"Signal Inn - Unit 08",,"Signal Inn","03/03/26 03:14 pm","03/03/26 03:14 pm",03/03/26,N/A,"Not Blocked", , ,mirror,"Gulf Coast Maintenance",N/A,Medium,No,"No Charge",Active,Occupied,177,Management,"Yelenich Peyton"
38525628,"Breakers West B7",,"Sanibel Portfolio","03/03/26 08:15 am","03/03/26 08:15 am",03/03/26,N/A,"Not Blocked", , ,"replace beach umbrella","Gulf Coast Maintenance",N/A,Medium,No,"No Charge",Active,Checked-out/Clean,177,Management,"Yelenich Peyton"
38426006,"Sanibel Inn 513",,"Sanibel Portfolio","02/26/26 09:36 am","02/26/26 09:36 am",02/26/26,N/A,"Not Blocked", , ,"Handle off shower door","Gulf Coast Maintenance",N/A,Medium,No,"No Charge",Active,Dirty,182,Management,"Yelenich Peyton"
38425918,"Signal Inn - Unit 13",,"Signal Inn","02/26/26 09:28 am","02/26/26 09:28 am",02/27/26,N/A,"Not Blocked", , ,"Outlet uncovered and shower not turning on","Gulf Coast Maintenance",N/A,Medium,No,"No Charge",Active,Occupied,182,Management,"Yelenich Peyton"
38309073,"Signal Inn - Unit 13",,"Signal Inn","02/20/26 11:03 am","02/20/26 11:03 am",,N/A,"Not Blocked", , ,"Signal Inn unit 13 order new top load washer","Gulf Coast Maintenance",N/A,Medium,No,"No Charge",Active,Occupied,188,Management,"Yelenich Peyton"
38186656,"Signal Inn - Unit 17",,"Signal Inn","02/13/26 11:07 am","02/13/26 11:07 am",02/14/26,N/A,"Not Blocked", , ,"lamp is broken","Gulf Coast Maintenance",N/A,Medium,No,"No Charge",Active,Occupied,195,Management,"Lizada John"
38153733,"Management CO",,"1 bedroom","02/11/26 01:42 pm","02/11/26 01:42 pm",,N/A,"Not Blocked", , ,"Post Storm",N/A,"Andrew Johns",Inspections,No,"No Charge",Active,"Pending Inspection",197,Management,"Johns Andrew"
41916088,"Signal Inn - Unit 09",,"Signal Inn","08/20/26 09:46 am","08/26/26 03:17 pm",,N/A,"Not Blocked", , ,"Unit 9",N/A,"Nikolas Ventura","Accidental Damage",No,"No Charge",Active,Occupied,7,Management,"Ventura Nikolas"
41035911,"Signal Inn - Unit 18",,"Signal Inn","07/08/26 03:57 pm",,,N/A,"Not Blocked", , ,"Small Table Glass",N/A,N/A,"Accidental Damage",No,"No Charge",Pending,Occupied,50,Management,"Ventura Nikolas"
41936074,"Tidewater Manor",,LUXURY,"08/21/26 12:41 pm","08/21/26 12:41 pm",08/21/26,N/A,"Not Blocked", , ,"reservation details","Gulf Coast Vacation Rentals",N/A,Low,No,"No Charge",Active,Occupied,6,Management,"Gueco Jean"
41741365,"Bayside Paradise",,"Northern Portfolio","08/10/26 03:56 pm","08/10/26 03:56 pm",08/10/26,N/A,"Not Blocked", , ,"Pre arrival","Gulf Coast Vacation Rentals",N/A,Low,No,"No Charge",Active,Occupied,17,Management,"Gueco Jean"
40972346,"La Vida Loca",,"Central Portfolio","07/05/26 02:26 pm","07/05/26 02:26 pm",,N/A,"Not Blocked", , ,"KIll weeds on pool pavers",N/A,N/A,Low,No,Owner,Active,Checked-out/Clean,53,Management,"Healy Tom"
40972290,"La Vida Loca",,"Central Portfolio","07/05/26 02:22 pm","07/05/26 02:23 pm",,N/A,"Not Blocked", , ,"Multiple items to replace",N/A,N/A,Low,No,Owner,Active,Checked-out/Clean,53,Management,"Healy Tom"
40811694,"Sandpebble 4E",,"Sanibel Portfolio","06/27/26 11:55 am","06/27/26 11:55 am",06/27/26,N/A,"Not Blocked", , ,ECI,"Gulf Coast Vacation Rentals",N/A,Low,No,"No Charge",Active,Checked-out/Clean,61,Management,"Gueco Jean"
40811625,"Signal Inn - Unit 11",,"Signal Inn","06/27/26 11:50 am",,,N/A,"Not Blocked", , ,"outlet behind bed notcworking - moved lamp and nightcstand to other side.",N/A,N/A,Low,No,"No Charge",Pending,Occupied,61,"Maintenance App","Johnson Michelle"
40548375,"Sandalfoot 4B3",,Sandalfoot,"06/13/26 12:26 pm","06/13/26 12:26 pm",06/13/26,N/A,"Not Blocked", , ,"Beach Toy Inquiry","Gulf Coast Vacation Rentals",N/A,Low,No,"No Charge",Active,Occupied,75,Management,"Gueco Jean"
40546995,"Signal Inn - Unit 06",,"Signal Inn","06/13/26 10:52 am",,06/13/26,N/A,"Not Blocked", , ,"Grill Inquiry","Gulf Coast Vacation Rentals",N/A,Low,No,"No Charge",Pending,Occupied,75,Management,"Gueco Jean"
40300893,"Sandalfoot 1B2",,Sandalfoot,"06/01/26 01:25 pm","06/01/26 01:25 pm",06/01/26,N/A,"Not Blocked", , ,"Code access","Gulf Coast Vacation Rentals",N/A,Low,No,"No Charge",Active,Checked-out/Clean,87,Management,"Gueco Jean"
39882202,"Sandalfoot 5D3",,Sandalfoot,"05/11/26 02:12 pm","05/11/26 02:12 pm",05/11/26,N/A,"Not Blocked", , ,"Sandalfoot 5D3 - 2 broken umbrellas","Sandalfoot Maintenance",N/A,Low,No,"No Charge",Active,Occupied,108,Management,"Front Desk Colony"
39865284,"Signal Inn - Unit 18",,"Signal Inn","05/10/26 02:54 pm",,,N/A,"Not Blocked", , ,"no remote front bedroom",N/A,N/A,Low,No,"No Charge",Pending,Occupied,109,"Maintenance App","Johnson Michelle"
39716213,"Signal Inn - Unit 18",,"Signal Inn","05/02/26 01:16 pm","05/07/26 10:15 pm",,N/A,"Not Blocked", , ,"missing remote in front becroom",N/A,N/A,Low,No,"No Charge",Active,Occupied,117,"Maintenance App","Johnson Michelle"
39713923,"Signal Inn - Unit 01",,"Signal Inn","05/02/26 10:06 am","05/07/26 10:16 pm",,N/A,"Not Blocked", , ,"TV remotes in Bedrooms - 2",N/A,N/A,Low,No,"No Charge",Active,Checked-out/Clean,117,"Maintenance App","Johnson Michelle"
39485062,"Sandalfoot 3D1",,Sandalfoot,"04/20/26 06:15 pm","04/20/26 06:15 pm",04/20/26,N/A,"Not Blocked", , ,Payment,N/A,N/A,Low,No,"No Charge",Active,Occupied,129,Management,"Lim Ceazar"
"39408213-1a3 reset lock to online","Sandalfoot 1A3",,Sandalfoot,"04/16/26 03:09 pm","04/16/26 03:09 pm",04/16/26,N/A,"Not Blocked", , ,"1a3 reset lock to online",N/A,N/A,Low,No,"No Charge",Active,Occupied,133,Management,"Sperrazza Julianna"
38532950,"Signal Inn - Unit 08",,"Signal Inn","03/03/26 03:26 pm","03/03/26 03:26 pm",03/05/26,N/A,"Not Blocked", , ,"front door paint","Gulf Coast Maintenance",N/A,Low,No,"No Charge",Active,Occupied,177,Management,"Yelenich Peyton"
38532890,"Signal Inn - Unit 08",,"Signal Inn","03/03/26 03:23 pm","03/03/26 03:23 pm",03/10/26,N/A,"Not Blocked", , ,railings,"Gulf Coast Maintenance",N/A,Low,No,"No Charge",Active,Occupied,177,Management,"Yelenich Peyton"
38532719,"Signal Inn - Unit 08",,"Signal Inn","03/03/26 03:16 pm","03/03/26 03:16 pm",03/05/26,N/A,"Not Blocked", , ,screens,"Gulf Coast Maintenance",N/A,Low,No,"No Charge",Active,Occupied,177,Management,"Yelenich Peyton"
38532613,"Signal Inn - Unit 08",,"Signal Inn","03/03/26 03:11 pm","03/03/26 03:11 pm",03/04/26,N/A,"Not Blocked", , ,"Laminated flooring is peeling.","Gulf Coast Maintenance",N/A,Low,No,"No Charge",Active,Occupied,177,Management,"Yelenich Peyton"
38532583,"Signal Inn - Unit 08",,"Signal Inn","03/03/26 03:09 pm","03/03/26 03:09 pm",03/04/26,N/A,"Not Blocked", , ,"bathroom maintenance","Gulf Coast Maintenance",N/A,Low,No,"No Charge",Active,Occupied,177,Management,"Yelenich Peyton"
